sample	context	min_prop	size	regionType	DMRs	length
a4	CHH	0.6	10	loss	4	220
a4	CHH	0.6	20	gain	8	580
a4	CHH	0.6	20	loss	10	760
a4	CHH	0.6	50	gain	60	3050
a4	CHH	0.6	50	loss	41	2200
a4	CHH	0.6	100	gain	6	600
a4	CHH	0.6	100	loss	5	500
a4	CHH	0.7000000000000001	10	gain	2	140
a4	CHH	0.7000000000000001	10	loss	3	230
a4	CHH	0.7000000000000001	20	gain	4	280
a4	CHH	0.7000000000000001	20	loss	2	180
a4	CHH	0.7000000000000001	50	gain	21	1100
a4	CHH	0.7000000000000001	50	loss	12	700
a4	CHH	0.7000000000000001	100	gain	2	200
a4	CHH	0.7000000000000001	100	loss	2	200
a4	CHH	0.8	10	gain	1	90
a4	CHH	0.8	10	loss	1	100
a4	CHH	0.8	20	gain	1	100
a4	CHH	0.8	20	loss	1	100
a4	CHH	0.8	50	gain	4	250
a4	CHH	0.8	50	loss	4	200
a4	CHH	0.8	100	loss	2	200
a4	CHH	0.9	20	gain	1	100
a4	CHH	0.9	50	gain	2	150
a4	CHH	0.9	50	loss	2	100
a4	CHH	0.9	100	loss	1	100
