seqnames	start	end	chromatin
ch03	29700001	29800000	Heterochromatin
ch03	29800001	29900000	Heterochromatin
ch03	29900001	30000000	Heterochromatin
ch03	30000001	30100000	Heterochromatin
ch03	30100001	30200000	Heterochromatin
ch03	30200001	30300000	Heterochromatin
ch03	30300001	30400000	Heterochromatin
ch03	30400001	30500000	Heterochromatin
ch03	30500001	30600000	Heterochromatin
ch03	30600001	30700000	Heterochromatin
ch03	30700001	30800000	Heterochromatin
ch03	30800001	30900000	Heterochromatin
ch03	30900001	31000000	Heterochromatin
ch03	31000001	31100000	Heterochromatin
ch03	31100001	31200000	Heterochromatin
ch03	31200001	31300000	Heterochromatin
ch03	31300001	31400000	Heterochromatin
ch03	31400001	31500000	Heterochromatin
ch03	31500001	31600000	Heterochromatin
ch03	31600001	31700000	Heterochromatin
ch03	31700001	31800000	Heterochromatin
ch03	31800001	31900000	Heterochromatin
ch03	31900001	32000000	Heterochromatin
ch03	32000001	32100000	Heterochromatin
ch03	32100001	32200000	Heterochromatin
ch03	32200001	32300000	Heterochromatin
ch03	32300001	32400000	Heterochromatin
ch03	32400001	32500000	Heterochromatin
ch03	32500001	32600000	Heterochromatin
ch03	32600001	32700000	Heterochromatin
ch03	32700001	32800000	Heterochromatin
ch03	32800001	32900000	Heterochromatin
ch03	32900001	33000000	Heterochromatin
ch03	33000001	33100000	Heterochromatin
ch03	33100001	33200000	Heterochromatin
ch03	33200001	33300000	Heterochromatin
ch03	33300001	33400000	Heterochromatin
ch03	33400001	33500000	Heterochromatin
ch03	33500001	33600000	Heterochromatin
ch03	33600001	33700000	Heterochromatin
ch03	33700001	33800000	Heterochromatin
ch03	33800001	33900000	Heterochromatin
ch03	33900001	34000000	Heterochromatin
ch03	34000001	34100000	Heterochromatin
ch03	34100001	34200000	Heterochromatin
ch03	34200001	34300000	Heterochromatin
ch03	34300001	34400000	Heterochromatin
ch03	34400001	34500000	Heterochromatin
ch03	34500001	34600000	Heterochromatin
ch03	34600001	34700000	Heterochromatin
ch03	34700001	34800000	Heterochromatin
ch03	34800001	34900000	Heterochromatin
ch03	34900001	35000000	Heterochromatin
ch03	35000001	35100000	Heterochromatin
ch03	35100001	35200000	Heterochromatin
ch03	35200001	35300000	Heterochromatin
ch03	35300001	35400000	Heterochromatin
ch03	35400001	35500000	Heterochromatin
ch03	35500001	35600000	Heterochromatin
ch03	35600001	35700000	Heterochromatin
ch03	35700001	35800000	Heterochromatin
ch03	35800001	35900000	Heterochromatin
ch03	35900001	36000000	Heterochromatin
ch03	36000001	36100000	Heterochromatin
ch03	36100001	36200000	Heterochromatin
ch03	36200001	36300000	Heterochromatin
ch03	36300001	36400000	Heterochromatin
ch03	36400001	36500000	Heterochromatin
ch03	36500001	36600000	Heterochromatin
ch03	36600001	36700000	Heterochromatin
ch03	36700001	36800000	Heterochromatin
ch03	36800001	36900000	Heterochromatin
ch03	36900001	37000000	Heterochromatin
ch03	37000001	37100000	Heterochromatin
ch03	37100001	37200000	Heterochromatin
ch03	37200001	37300000	Heterochromatin
ch03	37300001	37400000	Heterochromatin
ch03	37400001	37500000	Heterochromatin
ch03	37500001	37600000	Heterochromatin
ch03	37600001	37700000	Heterochromatin
ch03	37700001	37800000	Heterochromatin
ch03	37800001	37900000	Heterochromatin
ch03	37900001	38000000	Heterochromatin
ch03	38000001	38100000	Heterochromatin
ch03	38100001	38200000	Heterochromatin
ch03	38200001	38300000	Heterochromatin
ch03	38300001	38400000	Heterochromatin
ch03	38400001	38500000	Heterochromatin
ch03	38500001	38600000	Heterochromatin
ch03	38600001	38700000	Heterochromatin
ch03	38700001	38800000	Heterochromatin
ch03	38800001	38900000	Heterochromatin
ch03	38900001	39000000	Heterochromatin
ch03	39000001	39100000	Heterochromatin
ch03	39100001	39200000	Heterochromatin
ch03	39200001	39300000	Heterochromatin
ch03	39300001	39400000	Heterochromatin
ch03	39400001	39500000	Heterochromatin
ch03	39500001	39600000	Heterochromatin
ch03	39600001	39700000	Heterochromatin
ch03	39700001	39800000	Heterochromatin
ch03	39800001	39900000	Heterochromatin
ch03	39900001	40000000	Heterochromatin
ch03	40000001	40100000	Heterochromatin
ch03	40100001	40200000	Heterochromatin
ch03	40200001	40300000	Heterochromatin
ch03	40300001	40400000	Heterochromatin
ch03	40400001	40500000	Heterochromatin
ch03	40500001	40600000	Heterochromatin
ch03	40600001	40700000	Heterochromatin
ch03	40700001	40800000	Heterochromatin
ch03	40800001	40900000	Heterochromatin
ch03	40900001	41000000	Heterochromatin
ch03	41000001	41100000	Heterochromatin
ch03	41100001	41200000	Heterochromatin
ch03	41200001	41300000	Heterochromatin
ch03	41300001	41400000	Heterochromatin
ch03	41400001	41500000	Heterochromatin
ch03	41500001	41600000	Heterochromatin
ch03	41600001	41700000	Heterochromatin
ch03	41700001	41800000	Heterochromatin
ch03	41800001	41900000	Heterochromatin
ch03	41900001	42000000	Heterochromatin
ch03	42000001	42100000	Heterochromatin
ch03	42100001	42200000	Heterochromatin
ch03	42200001	42300000	Heterochromatin
ch03	42300001	42400000	Heterochromatin
ch03	42400001	42500000	Heterochromatin
ch03	42500001	42600000	Heterochromatin
ch03	42600001	42700000	Heterochromatin
ch03	42700001	42800000	Heterochromatin
ch03	42800001	42900000	Heterochromatin
ch03	42900001	43000000	Heterochromatin
ch03	43000001	43100000	Heterochromatin
ch03	43100001	43200000	Heterochromatin
ch03	43200001	43300000	Heterochromatin
ch03	43300001	43400000	Heterochromatin
ch03	43400001	43500000	Heterochromatin
ch03	43500001	43600000	Heterochromatin
ch03	43600001	43700000	Heterochromatin
ch03	43700001	43800000	Heterochromatin
ch03	43800001	43900000	Heterochromatin
ch03	43900001	44000000	Heterochromatin
ch03	44000001	44100000	Heterochromatin
ch03	44100001	44200000	Heterochromatin
ch03	44200001	44300000	Heterochromatin
ch03	44300001	44400000	Heterochromatin
ch03	44400001	44500000	Heterochromatin
ch03	44500001	44600000	Heterochromatin
ch03	44600001	44700000	Heterochromatin
ch03	44700001	44800000	Heterochromatin
ch03	44800001	44900000	Heterochromatin
ch03	44900001	45000000	Heterochromatin
ch03	45000001	45100000	Heterochromatin
ch03	45100001	45200000	Heterochromatin
ch03	45200001	45300000	Heterochromatin
ch03	45300001	45400000	Heterochromatin
ch03	45400001	45500000	Heterochromatin
ch03	45500001	45600000	Heterochromatin
ch03	45600001	45700000	Heterochromatin
ch03	45700001	45800000	Heterochromatin
ch03	45800001	45900000	Heterochromatin
ch03	45900001	46000000	Heterochromatin
ch03	46000001	46100000	Heterochromatin
ch03	46100001	46200000	Euchromatin
ch03	46200001	46300000	Euchromatin
ch03	46300001	46400000	Euchromatin
ch03	46400001	46500000	Euchromatin
ch03	46500001	46600000	Euchromatin
ch03	46600001	46700000	Euchromatin
ch03	46700001	46800000	Euchromatin
ch03	46800001	46900000	Euchromatin
ch03	46900001	47000000	Euchromatin
ch03	47000001	47100000	Euchromatin
ch03	47100001	47200000	Euchromatin
ch03	47200001	47300000	Euchromatin
ch03	47300001	47400000	Euchromatin
ch03	47400001	47500000	Euchromatin
ch03	47500001	47600000	Euchromatin
ch03	47600001	47700000	Euchromatin
ch03	47700001	47800000	Euchromatin
ch03	47800001	47900000	Euchromatin
ch03	47900001	48000000	Euchromatin
ch03	48000001	48100000	Euchromatin
ch03	48100001	48200000	Euchromatin
ch03	48200001	48300000	Euchromatin
ch03	48300001	48400000	Euchromatin
ch03	48400001	48500000	Euchromatin
ch03	48500001	48600000	Euchromatin
ch03	48600001	48700000	Euchromatin
ch03	48700001	48800000	Euchromatin
ch03	48800001	48900000	Heterochromatin
ch03	48900001	49000000	Heterochromatin
ch03	49000001	49100000	Heterochromatin
ch03	49100001	49200000	Heterochromatin
ch03	49200001	49300000	Heterochromatin
ch03	49300001	49400000	Heterochromatin
ch03	49400001	49500000	Heterochromatin
ch03	49500001	49600000	Heterochromatin
ch03	49600001	49700000	Heterochromatin
ch03	49700001	49800000	Heterochromatin
ch03	49800001	49900000	Heterochromatin
ch03	49900001	50000000	Heterochromatin
ch03	50000001	50100000	Heterochromatin
ch03	50100001	50200000	Heterochromatin
ch03	50200001	50300000	Heterochromatin
ch03	50300001	50400000	Heterochromatin
ch03	50400001	50500000	Heterochromatin
ch03	50500001	50600000	Heterochromatin
ch03	50600001	50700000	Heterochromatin
ch03	50700001	50800000	Heterochromatin
ch03	50800001	50900000	Heterochromatin
ch03	50900001	51000000	Heterochromatin
ch03	51000001	51100000	Heterochromatin
ch03	51100001	51200000	Heterochromatin
ch03	51200001	51300000	Heterochromatin
ch03	51300001	51400000	Heterochromatin
ch03	51400001	51500000	Heterochromatin
ch03	51500001	51600000	Heterochromatin
ch03	51600001	51700000	Heterochromatin
ch03	51700001	51800000	Heterochromatin
ch03	51800001	51900000	Heterochromatin
ch03	51900001	52000000	Heterochromatin
ch03	52000001	52100000	Heterochromatin
ch03	52100001	52200000	Heterochromatin
ch03	52200001	52300000	Heterochromatin
ch03	52300001	52400000	Heterochromatin
ch03	52400001	52500000	Heterochromatin
ch03	52500001	52600000	Heterochromatin
ch03	52600001	52700000	Heterochromatin
ch03	52700001	52800000	Heterochromatin
ch03	52800001	52900000	Heterochromatin
ch03	52900001	53000000	Heterochromatin
ch03	53000001	53100000	Heterochromatin
ch03	53100001	53200000	Heterochromatin
ch03	53200001	53300000	Heterochromatin
ch03	53300001	53400000	Heterochromatin
ch03	53400001	53500000	Euchromatin
ch03	53500001	53600000	Euchromatin
ch03	53600001	53700000	Euchromatin
ch03	53700001	53800000	Euchromatin
ch03	53800001	53900000	Euchromatin
ch03	53900001	54000000	Euchromatin
ch03	54000001	54100000	Euchromatin
ch03	54100001	54200000	Euchromatin
ch03	54200001	54300000	Euchromatin
ch03	54300001	54400000	Euchromatin
ch03	54400001	54500000	Euchromatin
ch03	54500001	54600000	Euchromatin
ch03	54600001	54700000	Euchromatin
ch03	54700001	54800000	Euchromatin
ch03	54800001	54900000	Euchromatin
ch03	54900001	55000000	Euchromatin
ch03	55000001	55100000	Euchromatin
ch03	55100001	55200000	Euchromatin
ch03	55200001	55300000	Euchromatin
ch03	55300001	55400000	Euchromatin
ch03	55400001	55500000	Euchromatin
ch03	55500001	55600000	Euchromatin
ch03	55600001	55700000	Euchromatin
ch03	55700001	55800000	Euchromatin
ch03	55800001	55900000	Euchromatin
ch03	55900001	56000000	Euchromatin
ch03	56000001	56100000	Euchromatin
ch03	56100001	56200000	Euchromatin
ch03	56200001	56300000	Euchromatin
ch03	56300001	56400000	Euchromatin
ch03	56400001	56500000	Euchromatin
ch03	56500001	56600000	Euchromatin
ch03	56600001	56700000	Euchromatin
ch03	56700001	56800000	Euchromatin
ch03	56800001	56900000	Euchromatin
ch03	56900001	57000000	Euchromatin
ch03	57000001	57100000	Euchromatin
ch03	57100001	57200000	Euchromatin
ch03	57200001	57300000	Euchromatin
ch03	57300001	57400000	Euchromatin
ch03	57400001	57500000	Euchromatin
ch03	57500001	57600000	Euchromatin
ch03	57600001	57700000	Euchromatin
ch03	57700001	57800000	Euchromatin
ch03	57800001	57900000	Euchromatin
ch03	57900001	58000000	Euchromatin
ch03	58000001	58100000	Euchromatin
ch03	58100001	58200000	Euchromatin
ch03	58200001	58300000	Euchromatin
ch03	58300001	58400000	Euchromatin
ch03	58400001	58500000	Euchromatin
ch03	58500001	58600000	Euchromatin
ch03	58600001	58700000	Euchromatin
ch03	58700001	58800000	Euchromatin
ch03	58800001	58900000	Euchromatin
ch03	58900001	59000000	Euchromatin
ch03	59000001	59100000	Euchromatin
ch03	59100001	59200000	Euchromatin
ch03	59200001	59300000	Euchromatin
ch03	59300001	59400000	Euchromatin
ch03	59400001	59500000	Euchromatin
ch03	59500001	59600000	Euchromatin
ch03	59600001	59700000	Euchromatin
ch03	59700001	59800000	Euchromatin
ch03	59800001	59900000	Euchromatin
ch03	59900001	60000000	Euchromatin
ch03	60000001	60100000	Euchromatin
ch03	60100001	60200000	Euchromatin
ch03	60200001	60300000	Euchromatin
ch03	60300001	60400000	Euchromatin
ch03	60400001	60500000	Euchromatin
ch03	60500001	60600000	Euchromatin
ch03	60600001	60700000	Euchromatin
ch03	60700001	60800000	Euchromatin
ch03	60800001	60900000	Euchromatin
ch03	60900001	61000000	Euchromatin
ch03	61000001	61100000	Euchromatin
ch03	61100001	61200000	Euchromatin
ch03	61200001	61300000	Euchromatin
ch03	61300001	61400000	Euchromatin
ch03	61400001	61500000	Euchromatin
ch03	61500001	61600000	Euchromatin
ch03	61600001	61700000	Euchromatin
ch03	61700001	61800000	Euchromatin
ch03	61800001	61900000	Euchromatin
ch03	61900001	62000000	Euchromatin
ch03	62000001	62100000	Euchromatin
ch03	62100001	62200000	Euchromatin
ch03	62200001	62300000	Euchromatin
ch03	62300001	62400000	Euchromatin
ch03	62400001	62500000	Euchromatin
ch03	62500001	62600000	Euchromatin
ch03	62600001	62700000	Euchromatin
ch03	62700001	62800000	Euchromatin
ch03	62800001	62900000	Euchromatin
ch03	62900001	63000000	Euchromatin
ch03	63000001	63100000	Euchromatin
ch03	63100001	63200000	Euchromatin
ch03	63200001	63300000	Euchromatin
ch03	63300001	63400000	Euchromatin
ch03	63400001	63500000	Euchromatin
ch03	63500001	63600000	Euchromatin
ch03	63600001	63700000	Euchromatin
ch03	63700001	63800000	Euchromatin
ch03	63800001	63900000	Euchromatin
ch03	63900001	64000000	Euchromatin
ch03	64000001	64100000	Euchromatin
ch03	64100001	64200000	Euchromatin
ch03	64200001	64300000	Euchromatin
ch03	64300001	64400000	Euchromatin
ch03	64400001	64500000	Euchromatin
ch03	64500001	64600000	Euchromatin
ch03	64600001	64700000	Euchromatin
ch03	64700001	64800000	Euchromatin
ch03	64800001	64900000	Euchromatin
ch03	64900001	65000000	Euchromatin
ch03	65000001	65100000	Euchromatin
ch03	65100001	65200000	Euchromatin
ch03	65200001	65298490	Euchromatin
ch04	1	100000	Euchromatin
ch04	100001	200000	Euchromatin
ch04	200001	300000	Euchromatin
ch04	300001	400000	Euchromatin
ch04	400001	500000	Euchromatin
ch04	500001	600000	Euchromatin
ch04	600001	700000	Euchromatin
ch04	700001	800000	Euchromatin
ch04	800001	900000	Euchromatin
ch04	900001	1000000	Euchromatin
ch04	1000001	1100000	Euchromatin
ch04	1100001	1200000	Euchromatin
ch04	1200001	1300000	Euchromatin
ch04	1300001	1400000	Euchromatin
ch04	1400001	1500000	Euchromatin
ch04	1500001	1600000	Euchromatin
ch04	1600001	1700000	Euchromatin
ch04	1700001	1800000	Euchromatin
ch04	1800001	1900000	Euchromatin
ch04	1900001	2000000	Euchromatin
ch04	2000001	2100000	Euchromatin
ch04	2100001	2200000	Euchromatin
ch04	2200001	2300000	Euchromatin
ch04	2300001	2400000	Euchromatin
ch04	2400001	2500000	Euchromatin
ch04	2500001	2600000	Euchromatin
ch04	2600001	2700000	Euchromatin
ch04	2700001	2800000	Euchromatin
ch04	2800001	2900000	Euchromatin
ch04	2900001	3000000	Euchromatin
ch04	3000001	3100000	Euchromatin
ch04	3100001	3200000	Euchromatin
ch04	3200001	3300000	Euchromatin
ch04	3300001	3400000	Euchromatin
ch04	3400001	3500000	Euchromatin
ch04	3500001	3600000	Euchromatin
ch04	3600001	3700000	Euchromatin
ch04	3700001	3800000	Euchromatin
ch04	3800001	3900000	Euchromatin
ch04	3900001	4000000	Euchromatin
ch04	4000001	4100000	Euchromatin
ch04	4100001	4200000	Euchromatin
ch04	4200001	4300000	Euchromatin
ch04	4300001	4400000	Euchromatin
ch04	4400001	4500000	Euchromatin
ch04	4500001	4600000	Euchromatin
ch04	4600001	4700000	Euchromatin
ch04	4700001	4800000	Euchromatin
ch04	4800001	4900000	Euchromatin
ch04	4900001	5000000	Euchromatin
ch04	5000001	5100000	Euchromatin
ch04	5100001	5200000	Euchromatin
ch04	5200001	5300000	Euchromatin
ch04	5300001	5400000	Euchromatin
ch04	5400001	5500000	Euchromatin
ch04	5500001	5600000	Euchromatin
ch04	5600001	5700000	Euchromatin
ch04	5700001	5800000	Heterochromatin
ch04	5800001	5900000	Heterochromatin
ch04	5900001	6000000	Heterochromatin
ch04	6000001	6100000	Heterochromatin
ch04	6100001	6200000	Heterochromatin
ch04	6200001	6300000	Heterochromatin
ch04	6300001	6400000	Heterochromatin
ch04	6400001	6500000	Heterochromatin
ch04	6500001	6600000	Heterochromatin
ch04	6600001	6700000	Heterochromatin
ch04	6700001	6800000	Heterochromatin
ch04	6800001	6900000	Heterochromatin
ch04	6900001	7000000	Heterochromatin
ch04	7000001	7100000	Heterochromatin
ch04	7100001	7200000	Heterochromatin
ch04	7200001	7300000	Heterochromatin
ch04	7300001	7400000	Heterochromatin
ch04	7400001	7500000	Heterochromatin
ch04	7500001	7600000	Heterochromatin
ch04	7600001	7700000	Heterochromatin
ch04	7700001	7800000	Heterochromatin
ch04	7800001	7900000	Heterochromatin
ch04	7900001	8000000	Heterochromatin
ch04	8000001	8100000	Heterochromatin
ch04	8100001	8200000	Heterochromatin
ch04	8200001	8300000	Heterochromatin
ch04	8300001	8400000	Heterochromatin
ch04	8400001	8500000	Heterochromatin
ch04	8500001	8600000	Heterochromatin
ch04	8600001	8700000	Heterochromatin
ch04	8700001	8800000	Heterochromatin
ch04	8800001	8900000	Heterochromatin
ch04	8900001	9000000	Heterochromatin
ch04	9000001	9100000	Heterochromatin
ch04	9100001	9200000	Heterochromatin
ch04	9200001	9300000	Heterochromatin
ch04	9300001	9400000	Heterochromatin
ch04	9400001	9500000	Heterochromatin
ch04	9500001	9600000	Heterochromatin
ch04	9600001	9700000	Heterochromatin
ch04	9700001	9800000	Heterochromatin
ch04	9800001	9900000	Heterochromatin
ch04	9900001	10000000	Heterochromatin
ch04	10000001	10100000	Heterochromatin
ch04	10100001	10200000	Heterochromatin
ch04	10200001	10300000	Heterochromatin
ch04	10300001	10400000	Heterochromatin
ch04	10400001	10500000	Heterochromatin
ch04	10500001	10600000	Heterochromatin
ch04	10600001	10700000	Heterochromatin
ch04	10700001	10800000	Heterochromatin
ch04	10800001	10900000	Heterochromatin
ch04	10900001	11000000	Heterochromatin
ch04	11000001	11100000	Heterochromatin
ch04	11100001	11200000	Heterochromatin
ch04	11200001	11300000	Heterochromatin
ch04	11300001	11400000	Heterochromatin
ch04	11400001	11500000	Heterochromatin
ch04	11500001	11600000	Heterochromatin
ch04	11600001	11700000	Heterochromatin
ch04	11700001	11800000	Heterochromatin
ch04	11800001	11900000	Heterochromatin
ch04	11900001	12000000	Heterochromatin
ch04	12000001	12100000	Heterochromatin
ch04	12100001	12200000	Heterochromatin
ch04	12200001	12300000	Heterochromatin
ch04	12300001	12400000	Heterochromatin
ch04	12400001	12500000	Heterochromatin
ch04	12500001	12600000	Heterochromatin
ch04	12600001	12700000	Heterochromatin
ch04	12700001	12800000	Heterochromatin
ch04	12800001	12900000	Heterochromatin
ch04	12900001	13000000	Heterochromatin
ch04	13000001	13100000	Heterochromatin
ch04	13100001	13200000	Heterochromatin
ch04	13200001	13300000	Heterochromatin
ch04	13300001	13400000	Heterochromatin
ch04	13400001	13500000	Heterochromatin
ch04	13500001	13600000	Heterochromatin
ch04	13600001	13700000	Heterochromatin
ch04	13700001	13800000	Heterochromatin
ch04	13800001	13900000	Heterochromatin
ch04	13900001	14000000	Heterochromatin
ch04	14000001	14100000	Heterochromatin
ch04	14100001	14200000	Heterochromatin
ch04	14200001	14300000	Heterochromatin
ch04	14300001	14400000	Heterochromatin
ch04	14400001	14500000	Heterochromatin
ch04	14500001	14600000	Heterochromatin
ch04	14600001	14700000	Heterochromatin
ch04	14700001	14800000	Heterochromatin
ch04	14800001	14900000	Heterochromatin
ch04	14900001	15000000	Heterochromatin
ch04	15000001	15100000	Heterochromatin
ch04	15100001	15200000	Heterochromatin
ch04	15200001	15300000	Heterochromatin
ch04	15300001	15400000	Heterochromatin
ch04	15400001	15500000	Heterochromatin
ch04	15500001	15600000	Heterochromatin
ch04	15600001	15700000	Heterochromatin
ch04	15700001	15800000	Heterochromatin
ch04	15800001	15900000	Heterochromatin
ch04	15900001	16000000	Heterochromatin
ch04	16000001	16100000	Heterochromatin
ch04	16100001	16200000	Heterochromatin
ch04	16200001	16300000	Heterochromatin
ch04	16300001	16400000	Heterochromatin
ch04	16400001	16500000	Heterochromatin
ch04	16500001	16600000	Heterochromatin
ch04	16600001	16700000	Heterochromatin
ch04	16700001	16800000	Heterochromatin
ch04	16800001	16900000	Heterochromatin
ch04	16900001	17000000	Heterochromatin
ch04	17000001	17100000	Heterochromatin
ch04	17100001	17200000	Heterochromatin
ch04	17200001	17300000	Heterochromatin
ch04	17300001	17400000	Heterochromatin
ch04	17400001	17500000	Heterochromatin
ch04	17500001	17600000	Heterochromatin
ch04	17600001	17700000	Heterochromatin
ch04	17700001	17800000	Heterochromatin
ch04	17800001	17900000	Heterochromatin
ch04	17900001	18000000	Heterochromatin
ch04	18000001	18100000	Heterochromatin
ch04	18100001	18200000	Heterochromatin
ch04	18200001	18300000	Heterochromatin
ch04	18300001	18400000	Heterochromatin
ch04	18400001	18500000	Heterochromatin
ch04	18500001	18600000	Heterochromatin
ch04	18600001	18700000	Heterochromatin
ch04	18700001	18800000	Heterochromatin
ch04	18800001	18900000	Heterochromatin
ch04	18900001	19000000	Heterochromatin
ch04	19000001	19100000	Heterochromatin
ch04	19100001	19200000	Heterochromatin
ch04	19200001	19300000	Heterochromatin
ch04	19300001	19400000	Heterochromatin
ch04	19400001	19500000	Heterochromatin
ch04	19500001	19600000	Heterochromatin
ch04	19600001	19700000	Heterochromatin
ch04	19700001	19800000	Heterochromatin
ch04	19800001	19900000	Heterochromatin
ch04	19900001	20000000	Heterochromatin
ch04	20000001	20100000	Heterochromatin
ch04	20100001	20200000	Heterochromatin
ch04	20200001	20300000	Heterochromatin
ch04	20300001	20400000	Heterochromatin
ch04	20400001	20500000	Heterochromatin
ch04	20500001	20600000	Heterochromatin
ch04	20600001	20700000	Heterochromatin
ch04	20700001	20800000	Heterochromatin
ch04	20800001	20900000	Heterochromatin
ch04	20900001	21000000	Heterochromatin
ch04	21000001	21100000	Heterochromatin
ch04	21100001	21200000	Heterochromatin
ch04	21200001	21300000	Heterochromatin
ch04	21300001	21400000	Heterochromatin
ch04	21400001	21500000	Heterochromatin
ch04	21500001	21600000	Heterochromatin
ch04	21600001	21700000	Heterochromatin
ch04	21700001	21800000	Heterochromatin
ch04	21800001	21900000	Heterochromatin
ch04	21900001	22000000	Heterochromatin
ch04	22000001	22100000	Heterochromatin
ch04	22100001	22200000	Heterochromatin
ch04	22200001	22300000	Heterochromatin
ch04	22300001	22400000	Heterochromatin
ch04	22400001	22500000	Heterochromatin
ch04	22500001	22600000	Heterochromatin
ch04	22600001	22700000	Heterochromatin
ch04	22700001	22800000	Heterochromatin
ch04	22800001	22900000	Heterochromatin
ch04	22900001	23000000	Heterochromatin
ch04	23000001	23100000	Heterochromatin
ch04	23100001	23200000	Heterochromatin
ch04	23200001	23300000	Heterochromatin
ch04	23300001	23400000	Heterochromatin
ch04	23400001	23500000	Heterochromatin
ch04	23500001	23600000	Heterochromatin
ch04	23600001	23700000	Heterochromatin
ch04	23700001	23800000	Heterochromatin
ch04	23800001	23900000	Heterochromatin
ch04	23900001	24000000	Heterochromatin
ch04	24000001	24100000	Heterochromatin
ch04	24100001	24200000	Heterochromatin
ch04	24200001	24300000	Heterochromatin
ch04	24300001	24400000	Heterochromatin
ch04	24400001	24500000	Heterochromatin
ch04	24500001	24600000	Heterochromatin
ch04	24600001	24700000	Heterochromatin
ch04	24700001	24800000	Heterochromatin
ch04	24800001	24900000	Heterochromatin
ch04	24900001	25000000	Heterochromatin
ch04	25000001	25100000	Heterochromatin
ch04	25100001	25200000	Heterochromatin
ch04	25200001	25300000	Heterochromatin
ch04	25300001	25400000	Heterochromatin
ch04	25400001	25500000	Heterochromatin
ch04	25500001	25600000	Heterochromatin
ch04	25600001	25700000	Heterochromatin
ch04	25700001	25800000	Heterochromatin
ch04	25800001	25900000	Heterochromatin
ch04	25900001	26000000	Heterochromatin
ch04	26000001	26100000	Heterochromatin
ch04	26100001	26200000	Heterochromatin
ch04	26200001	26300000	Heterochromatin
ch04	26300001	26400000	Heterochromatin
ch04	26400001	26500000	Heterochromatin
ch04	26500001	26600000	Heterochromatin
ch04	26600001	26700000	Heterochromatin
ch04	26700001	26800000	Heterochromatin
ch04	26800001	26900000	Heterochromatin
ch04	26900001	27000000	Heterochromatin
ch04	27000001	27100000	Heterochromatin
ch04	27100001	27200000	Heterochromatin
ch04	27200001	27300000	Heterochromatin
ch04	27300001	27400000	Heterochromatin
ch04	27400001	27500000	Heterochromatin
ch04	27500001	27600000	Heterochromatin
ch04	27600001	27700000	Heterochromatin
ch04	27700001	27800000	Heterochromatin
ch04	27800001	27900000	Heterochromatin
ch04	27900001	28000000	Heterochromatin
ch04	28000001	28100000	Heterochromatin
ch04	28100001	28200000	Heterochromatin
ch04	28200001	28300000	Heterochromatin
ch04	28300001	28400000	Heterochromatin
ch04	28400001	28500000	Heterochromatin
ch04	28500001	28600000	Heterochromatin
ch04	28600001	28700000	Heterochromatin
ch04	28700001	28800000	Heterochromatin
ch04	28800001	28900000	Heterochromatin
ch04	28900001	29000000	Heterochromatin
ch04	29000001	29100000	Heterochromatin
ch04	29100001	29200000	Heterochromatin
ch04	29200001	29300000	Heterochromatin
ch04	29300001	29400000	Heterochromatin
ch04	29400001	29500000	Heterochromatin
ch04	29500001	29600000	Heterochromatin
ch04	29600001	29700000	Heterochromatin
ch04	29700001	29800000	Heterochromatin
ch04	29800001	29900000	Heterochromatin
ch04	29900001	30000000	Heterochromatin
ch04	30000001	30100000	Heterochromatin
ch04	30100001	30200000	Heterochromatin
ch04	30200001	30300000	Heterochromatin
ch04	30300001	30400000	Heterochromatin
ch04	30400001	30500000	Heterochromatin
ch04	30500001	30600000	Heterochromatin
ch04	30600001	30700000	Heterochromatin
ch04	30700001	30800000	Heterochromatin
ch04	30800001	30900000	Heterochromatin
ch04	30900001	31000000	Heterochromatin
ch04	31000001	31100000	Heterochromatin
ch04	31100001	31200000	Heterochromatin
ch04	31200001	31300000	Heterochromatin
ch04	31300001	31400000	Heterochromatin
ch04	31400001	31500000	Heterochromatin
ch04	31500001	31600000	Heterochromatin
ch04	31600001	31700000	Heterochromatin
ch04	31700001	31800000	Heterochromatin
ch04	31800001	31900000	Heterochromatin
ch04	31900001	32000000	Heterochromatin
ch04	32000001	32100000	Heterochromatin
ch04	32100001	32200000	Heterochromatin
ch04	32200001	32300000	Heterochromatin
ch04	32300001	32400000	Heterochromatin
ch04	32400001	32500000	Heterochromatin
ch04	32500001	32600000	Heterochromatin
ch04	32600001	32700000	Heterochromatin
ch04	32700001	32800000	Heterochromatin
ch04	32800001	32900000	Heterochromatin
ch04	32900001	33000000	Heterochromatin
ch04	33000001	33100000	Heterochromatin
ch04	33100001	33200000	Heterochromatin
ch04	33200001	33300000	Heterochromatin
ch04	33300001	33400000	Heterochromatin
ch04	33400001	33500000	Heterochromatin
ch04	33500001	33600000	Heterochromatin
ch04	33600001	33700000	Heterochromatin
ch04	33700001	33800000	Heterochromatin
ch04	33800001	33900000	Heterochromatin
ch04	33900001	34000000	Heterochromatin
ch04	34000001	34100000	Heterochromatin
ch04	34100001	34200000	Heterochromatin
ch04	34200001	34300000	Heterochromatin
ch04	34300001	34400000	Heterochromatin
ch04	34400001	34500000	Heterochromatin
ch04	34500001	34600000	Heterochromatin
ch04	34600001	34700000	Heterochromatin
ch04	34700001	34800000	Heterochromatin
ch04	34800001	34900000	Heterochromatin
ch04	34900001	35000000	Heterochromatin
ch04	35000001	35100000	Heterochromatin
ch04	35100001	35200000	Heterochromatin
ch04	35200001	35300000	Heterochromatin
ch04	35300001	35400000	Heterochromatin
